R2_mean,R2_lo,R2_hi,RMSE_mean,RMSE_lo,RMSE_hi,Model
0.2256338362240743,-0.147044536738525,0.910527897419237,1.576131218730332,0.18212607862241617,3.220021291634005,Random Forest
